_id,company_id,site_id,user_id,manager_id,frequency,year,month,emission_factor,emission_factor_unit,calculated_emission,name,notes,source,approved,approved_by,created_at,updated_at,consumption,unit,spend_amount,currency,emission_intensity,output_value,output_unit
689472c5a02b9ca49252dbc2,6891bb1896163182f4b2783e,6891bb9e96163182f4b278f4,6891bceb96163182f4b27905,,,2023,January,0.6986,TCO2e,2409.4714,Ali Majeed,,IEA 2022,true,Mauricio Dela Cruz,2025-08-07T09:32:53.538000,2025-08-07T09:32:53.538000,3449000.00,Kwh,,Select,,,
689472d4a02b9ca49252dbc5,6891bb1896163182f4b2783e,6891bb9e96163182f4b278f4,6891bceb96163182f4b27905,,,2023,February,0.6986,TCO2e,2533.1236,Ali Majeed,,IEA 2022,true,Mauricio Dela Cruz,2025-08-07T09:33:08.390000,2025-08-07T09:33:08.390000,3626000.00,Kwh,,Select,,,
689472fba02b9ca49252dc83,6891bb1896163182f4b2783e,6891bb9e96163182f4b278f4,6891bceb96163182f4b27905,,,2023,March,0.6986,TCO2e,2693.103,Ali Majeed,,IEA 2022,true,Mauricio Dela Cruz,2025-08-07T09:33:47.503000,2025-08-07T09:33:47.503000,3855000.00,Kwh,,Select,,,
689472fea02b9ca49252dc86,6891bb1896163182f4b2783e,6891bb9e96163182f4b278f4,6891bceb96163182f4b27905,,,2023,April,0.6986,TCO2e,2646.9954,Ali Majeed,,IEA 2022,true,Mauricio Dela Cruz,2025-08-07T09:33:50.690000,2025-08-07T09:33:50.690000,3789000.00,Kwh,,Select,,,
68947305a02b9ca49252dc89,6891bb1896163182f4b2783e,6891bb9e96163182f4b278f4,6891bceb96163182f4b27905,,,2023,May,0.6986,TCO2e,2957.1738,Ali Majeed,,IEA 2022,true,Mauricio Dela Cruz,2025-08-07T09:33:57.330000,2025-08-07T09:33:57.330000,4233000.00,Kwh,,Select,,,
68947312a02b9ca49252dc8c,6891bb1896163182f4b2783e,6891bb9e96163182f4b278f4,6891bceb96163182f4b27905,,,2023,June,0.6986,TCO2e,2500.988,Ali Majeed,,IEA 2022,true,Mauricio Dela Cruz,2025-08-07T09:34:10.744000,2025-08-07T09:34:10.744000,3580000.00,Kwh,,Select,,,
6894731fa02b9ca49252dc8f,6891bb1896163182f4b2783e,6891bb9e96163182f4b278f4,6891bceb96163182f4b27905,,,2023,July,0.6986,TCO2e,3027.7324,Ali Majeed,,IEA 2022,true,Mauricio Dela Cruz,2025-08-07T09:34:23.337000,2025-08-07T09:34:23.337000,4334000.00,Kwh,,Select,,,
68947333a02b9ca49252dc92,6891bb1896163182f4b2783e,6891bb9e96163182f4b278f4,6891bceb96163182f4b27905,,,2023,August,0.6986,TCO2e,3031.2254,Ali Majeed,,IEA 2022,true,Mauricio Dela Cruz,2025-08-07T09:34:43.298000,2025-08-07T09:34:43.298000,4339000.00,Kwh,,Select,,,
68947342a02b9ca49252dc97,6891bb1896163182f4b2783e,6891bb9e96163182f4b278f4,6891bceb96163182f4b27905,,,2023,September,0.6986,TCO2e,2911.7648,Ali Majeed,,IEA 2022,true,Mauricio Dela Cruz,2025-08-07T09:34:58.258000,2025-08-07T09:34:58.258000,4168000.00,Kwh,,Select,,,
68947356a02b9ca49252dc9c,6891bb1896163182f4b2783e,6891bb9e96163182f4b278f4,6891bceb96163182f4b27905,,,2023,October,0.6986,TCO2e,3007.473,Ali Majeed,,IEA 2022,true,Mauricio Dela Cruz,2025-08-07T09:35:18.430000,2025-08-07T09:35:18.430000,4305000.00,Kwh,,Select,,,
68947382a02b9ca49252ddbb,6891bb1896163182f4b2783e,6891bb9e96163182f4b278f4,6891bceb96163182f4b27905,,,2023,November,0.6986,TCO2e,2841.9048,Ali Majeed,,IEA 2022,true,Mauricio Dela Cruz,2025-08-07T09:36:02.978000,2025-08-07T09:36:02.978000,4068000.00,Kwh,,Select,,,
6894738da02b9ca49252ddbe,6891bb1896163182f4b2783e,6891bb9e96163182f4b278f4,6891bceb96163182f4b27905,,,2023,December,0.6986,TCO2e,3020.0478,Ali Majeed,,IEA 2022,true,Mauricio Dela Cruz,2025-08-07T09:36:13.762000,2025-08-07T09:36:13.762000,4323000.00,Kwh,,Select,,,
68947400a02b9ca49252e113,6891bb1896163182f4b2783e,6891bb9e96163182f4b278f4,6891bceb96163182f4b27905,,,2024,January,0.6986,TCO2e,2803.4818,Ali Majeed,,IEA 2023,true,Mauricio Dela Cruz,2025-08-07T09:38:08.151000,2025-08-07T09:38:08.151000,4013000.00,Kwh,,Select,,,
6894740ca02b9ca49252e116,6891bb1896163182f4b2783e,6891bb9e96163182f4b278f4,6891bceb96163182f4b27905,,,2024,February,0.6986,TCO2e,2886.6152,Ali Majeed,,IEA 2023,true,Mauricio Dela Cruz,2025-08-07T09:38:20.087000,2025-08-07T09:38:20.087000,4132000.00,Kwh,,Select,,,
68947419a02b9ca49252e119,6891bb1896163182f4b2783e,6891bb9e96163182f4b278f4,6891bceb96163182f4b27905,,,2024,March,0.6986,TCO2e,3173.0412,Ali Majeed,,IEA 2023,true,Mauricio Dela Cruz,2025-08-07T09:38:33.194000,2025-08-07T09:38:33.194000,4542000.00,Kwh,,Select,,,
68947424a02b9ca49252e11c,6891bb1896163182f4b2783e,6891bb9e96163182f4b278f4,6891bceb96163182f4b27905,,,2024,April,0.6986,TCO2e,2466.058,Ali Majeed,,IEA 2023,true,Mauricio Dela Cruz,2025-08-07T09:38:44.668000,2025-08-07T09:38:44.668000,3530000.00,Kwh,,Select,,,
68947433a02b9ca49252e11f,6891bb1896163182f4b2783e,6891bb9e96163182f4b278f4,6891bceb96163182f4b27905,,,2024,May,0.6986,TCO2e,2709.8694,Ali Majeed,,IEA 2023,true,Mauricio Dela Cruz,2025-08-07T09:38:59.102000,2025-08-07T09:38:59.102000,3879000.00,Kwh,,Select,,,
68947442a02b9ca49252e122,6891bb1896163182f4b2783e,6891bb9e96163182f4b278f4,6891bceb96163182f4b27905,,,2024,June,0.6986,TCO2e,3008.8702,Ali Majeed,,IEA 2023,true,Mauricio Dela Cruz,2025-08-07T09:39:14.501000,2025-08-07T09:39:14.501000,4307000.00,Kwh,,Select,,,
6894744fa02b9ca49252e125,6891bb1896163182f4b2783e,6891bb9e96163182f4b278f4,6891bceb96163182f4b27905,,,2024,July,0.6986,TCO2e,2860.0684,Ali Majeed,,IEA 2023,true,Mauricio Dela Cruz,2025-08-07T09:39:27.333000,2025-08-07T09:39:27.333000,4094000.00,Kwh,,Select,,,
6894745ba02b9ca49252e128,6891bb1896163182f4b2783e,6891bb9e96163182f4b278f4,6891bceb96163182f4b27905,,,2024,August,0.6986,TCO2e,2911.0662,Ali Majeed,,IEA 2023,true,Mauricio Dela Cruz,2025-08-07T09:39:39.139000,2025-08-07T09:39:39.139000,4167000.00,Kwh,,Select,,,
6894745ca02b9ca49252e12b,6891bb1896163182f4b2783e,6891bc1096163182f4b278f8,6891bd4496163182f4b27909,,,2024,January,0.6112,TCO2e,185.16915199999997,Yousuf Enizy,,IEA 2023,true,Mauricio Dela Cruz,2025-08-07T09:39:40.150000,2025-08-07T09:39:40.150000,302960.00,Kwh,,Select,,,
6894745da02b9ca49252e12e,6891bb1896163182f4b2783e,6891bc1096163182f4b278f8,6891bd4496163182f4b27909,,,2024,February,0.6112,TCO2e,149.523968,Yousuf Enizy,,IEA 2023,true,Mauricio Dela Cruz,2025-08-07T09:39:41.337000,2025-08-07T09:39:41.337000,244640.00,Kwh,,Select,,,
6894745fa02b9ca49252e131,6891bb1896163182f4b2783e,6891bc1096163182f4b278f8,6891bd4496163182f4b27909,,,2024,March,0.6112,TCO2e,145.39225599999997,Yousuf Enizy,,IEA 2023,true,Mauricio Dela Cruz,2025-08-07T09:39:43.038000,2025-08-07T09:39:43.038000,237880.00,Kwh,,Select,,,
6894745fa02b9ca49252e134,6891bb1896163182f4b2783e,6891bc1096163182f4b278f8,6891bd4496163182f4b27909,,,2024,April,0.6112,TCO2e,146.33179264,Yousuf Enizy,,IEA 2023,true,Mauricio Dela Cruz,2025-08-07T09:39:43.869000,2025-08-07T09:39:43.869000,239417.20,Kwh,,Select,,,
68947460a02b9ca49252e137,6891bb1896163182f4b2783e,6891bc1096163182f4b278f8,6891bd4496163182f4b27909,,,2024,May,0.6112,TCO2e,206.445794112,Yousuf Enizy,,IEA 2023,true,Mauricio Dela Cruz,2025-08-07T09:39:44.562000,2025-08-07T09:39:44.562000,337771.26,Kwh,,Select,,,
68947461a02b9ca49252e13a,6891bb1896163182f4b2783e,6891bc1096163182f4b278f8,6891bd4496163182f4b27909,,,2024,June,0.6112,TCO2e,253.22821561599997,Yousuf Enizy,,IEA 2023,true,Mauricio Dela Cruz,2025-08-07T09:39:45.460000,2025-08-07T09:39:45.460000,414313.18,Kwh,,Select,,,
68947465a02b9ca49252e13d,6891bb1896163182f4b2783e,6891bc1096163182f4b278f8,6891bd4496163182f4b27909,,,2024,July,0.6112,TCO2e,473.63765606399994,Yousuf Enizy,,IEA 2023,true,Mauricio Dela Cruz,2025-08-07T09:39:49.487000,2025-08-07T09:39:49.487000,774930.72,Kwh,,Select,,,
68947466a02b9ca49252e140,6891bb1896163182f4b2783e,6891bc1096163182f4b278f8,6891bd4496163182f4b27909,,,2024,August,0.6112,TCO2e,524.30025632,Yousuf Enizy,,IEA 2023,true,Mauricio Dela Cruz,2025-08-07T09:39:50.362000,2025-08-07T09:39:50.362000,857821.10,Kwh,,Select,,,
68947466a02b9ca49252e143,6891bb1896163182f4b2783e,6891bc1096163182f4b278f8,6891bd4496163182f4b27909,,,2024,September,0.6112,TCO2e,542.5947802879999,Yousuf Enizy,,IEA 2023,true,Mauricio Dela Cruz,2025-08-07T09:39:50.976000,2025-08-07T09:39:50.976000,887753.24,Kwh,,Select,,,
6894746aa02b9ca49252e146,6891bb1896163182f4b2783e,6891bc1096163182f4b278f8,6891bd4496163182f4b27909,,,2024,October,0.6112,TCO2e,483.974728864,Yousuf Enizy,,IEA 2023,true,Mauricio Dela Cruz,2025-08-07T09:39:54.381000,2025-08-07T09:39:54.381000,791843.47,Kwh,,Select,,,
6894746aa02b9ca49252e149,6891bb1896163182f4b2783e,6891bb9e96163182f4b278f4,6891bceb96163182f4b27905,,,2024,September,0.6986,TCO2e,2742.005,Ali Majeed,,IEA 2023,true,Mauricio Dela Cruz,2025-08-07T09:39:54.394000,2025-08-07T09:39:54.394000,3925000.00,Kwh,,Select,,,
6894746ca02b9ca49252e14c,6891bb1896163182f4b2783e,6891bc1096163182f4b278f8,6891bd4496163182f4b27909,,,2024,November,0.6112,TCO2e,613.797025472,Yousuf Enizy,,IEA 2023,true,Mauricio Dela Cruz,2025-08-07T09:39:56.364000,2025-08-07T09:39:56.364000,1004249.06,Kwh,,Select,,,
6894746da02b9ca49252e14f,6891bb1896163182f4b2783e,6891bc1096163182f4b278f8,6891bd4496163182f4b27909,,,2024,December,0.6112,TCO2e,795.675935072,Yousuf Enizy,,IEA 2023,true,Mauricio Dela Cruz,2025-08-07T09:39:57.036000,2025-08-07T09:39:57.036000,1301825.81,Kwh,,Select,,,
68947475a02b9ca49252e152,6891bb1896163182f4b2783e,6891bb9e96163182f4b278f4,6891bceb96163182f4b27905,,,2024,October,0.6986,TCO2e,3006.7744,Ali Majeed,,IEA 2023,true,Mauricio Dela Cruz,2025-08-07T09:40:05.049000,2025-08-07T09:40:05.049000,4304000.00,Kwh,,Select,,,
68947480a02b9ca49252e155,6891bb1896163182f4b2783e,6891bb9e96163182f4b278f4,6891bceb96163182f4b27905,,,2024,November,0.6986,TCO2e,2960.6668,Ali Majeed,,IEA 2023,true,Mauricio Dela Cruz,2025-08-07T09:40:16.965000,2025-08-07T09:40:16.965000,4238000.00,Kwh,,Select,,,
6894748ca02b9ca49252e158,6891bb1896163182f4b2783e,6891bb9e96163182f4b278f4,6891bceb96163182f4b27905,,,2024,December,0.6986,TCO2e,2945.2976,Ali Majeed,,IEA 2023,true,Mauricio Dela Cruz,2025-08-07T09:40:28.173000,2025-08-07T09:40:28.173000,4216000.00,Kwh,,Select,,,
689474f8a02b9ca49252e216,6891bb1896163182f4b2783e,6891bb9e96163182f4b278f4,6891bceb96163182f4b27905,,,2025,January,0.6986,TCO2e,2704.9792,Ali Majeed,,IEA 2024,true,Mauricio Dela Cruz,2025-08-07T09:42:16.777000,2025-08-07T09:42:16.777000,3872000.00,Kwh,,Select,,,
68947504a02b9ca49252e219,6891bb1896163182f4b2783e,6891bb9e96163182f4b278f4,6891bceb96163182f4b27905,,,2025,February,0.6986,TCO2e,3089.9078,Ali Majeed,,IEA 2024,true,Mauricio Dela Cruz,2025-08-07T09:42:28.101000,2025-08-07T09:42:28.101000,4423000.00,Kwh,,Select,,,
6894750ea02b9ca49252e21c,6891bb1896163182f4b2783e,6891bb9e96163182f4b278f4,6891bceb96163182f4b27905,,,2025,March,0.6986,TCO2e,2921.5452,Ali Majeed,,IEA 2024,true,Mauricio Dela Cruz,2025-08-07T09:42:38.955000,2025-08-07T09:42:38.955000,4182000.00,Kwh,,Select,,,
6894751aa02b9ca49252e21f,6891bb1896163182f4b2783e,6891bb9e96163182f4b278f4,6891bceb96163182f4b27905,,,2025,April,0.6986,TCO2e,3073.84,Ali Majeed,,IEA 2024,true,Mauricio Dela Cruz,2025-08-07T09:42:50.116000,2025-08-07T09:42:50.116000,4400000.00,Kwh,,Select,,,
68947524a02b9ca49252e222,6891bb1896163182f4b2783e,6891bb9e96163182f4b278f4,6891bceb96163182f4b27905,,,2025,May,0.6986,TCO2e,3034.0198,Ali Majeed,,IEA 2024,true,Mauricio Dela Cruz,2025-08-07T09:43:00.459000,2025-08-07T09:43:00.459000,4343000.00,Kwh,,Select,,,
68947537a02b9ca49252e225,6891bb1896163182f4b2783e,6891bb9e96163182f4b278f4,6891bceb96163182f4b27905,,,2025,June,0.6986,TCO2e,3095.4966,Ali Majeed,,IEA 2024,true,Mauricio Dela Cruz,2025-08-07T09:43:19.343000,2025-08-07T09:43:19.343000,4431000.00,Kwh,,Select,,,
68947786a02b9ca49252e348,6891bb1896163182f4b2783e,6891bc1096163182f4b278f8,6891bd4496163182f4b27909,,,2023,January,0.6112,TCO2e,185.16915199999997,Yousuf Enizy,,IEA 2022,true,Mauricio Dela Cruz,2025-08-07T09:53:10.568000,2025-08-07T09:53:10.568000,302960.00,Kwh,,Select,,,
68947786a02b9ca49252e34b,6891bb1896163182f4b2783e,6891bc1096163182f4b278f8,6891bd4496163182f4b27909,,,2023,February,0.6112,TCO2e,149.523968,Yousuf Enizy,,IEA 2022,true,Mauricio Dela Cruz,2025-08-07T09:53:10.863000,2025-08-07T09:53:10.863000,244640.00,Kwh,,Select,,,
68947787a02b9ca49252e34e,6891bb1896163182f4b2783e,6891bc1096163182f4b278f8,6891bd4496163182f4b27909,,,2023,March,0.6112,TCO2e,160.7456,Yousuf Enizy,,IEA 2022,true,Mauricio Dela Cruz,2025-08-07T09:53:11.870000,2025-08-07T09:53:11.870000,263000.00,Kwh,,Select,,,
68947788a02b9ca49252e351,6891bb1896163182f4b2783e,6891bc1096163182f4b278f8,6891bd4496163182f4b27909,,,2023,April,0.6112,TCO2e,168.348928,Yousuf Enizy,,IEA 2022,true,Mauricio Dela Cruz,2025-08-07T09:53:12.776000,2025-08-07T09:53:12.776000,275440.00,Kwh,,Select,,,
68947789a02b9ca49252e354,6891bb1896163182f4b2783e,6891bc1096163182f4b278f8,6891bd4496163182f4b27909,,,2023,May,0.6112,TCO2e,181.69753599999999,Yousuf Enizy,,IEA 2022,true,Mauricio Dela Cruz,2025-08-07T09:53:13.659000,2025-08-07T09:53:13.659000,297280.00,Kwh,,Select,,,
6894778da02b9ca49252e357,6891bb1896163182f4b2783e,6891bc1096163182f4b278f8,6891bd4496163182f4b27909,,,2023,June,0.6112,TCO2e,182.82214399999998,Yousuf Enizy,,IEA 2022,true,Mauricio Dela Cruz,2025-08-07T09:53:17.264000,2025-08-07T09:53:17.264000,299120.00,Kwh,,Select,,,
6894778da02b9ca49252e35a,6891bb1896163182f4b2783e,6891bc1096163182f4b278f8,6891bd4496163182f4b27909,,,2023,July,0.6112,TCO2e,172.920704,Yousuf Enizy,,IEA 2022,true,Mauricio Dela Cruz,2025-08-07T09:53:17.991000,2025-08-07T09:53:17.991000,282920.00,Kwh,,Select,,,
6894778ea02b9ca49252e35d,6891bb1896163182f4b2783e,6891bc1096163182f4b278f8,6891bd4496163182f4b27909,,,2023,August,0.6112,TCO2e,168.07999999999998,Yousuf Enizy,,IEA 2022,true,Mauricio Dela Cruz,2025-08-07T09:53:18.723000,2025-08-07T09:53:18.723000,275000.00,Kwh,,Select,,,
68947790a02b9ca49252e360,6891bb1896163182f4b2783e,6891bc1096163182f4b278f8,6891bd4496163182f4b27909,,,2023,September,0.6112,TCO2e,190.59660799999997,Yousuf Enizy,,IEA 2022,true,Mauricio Dela Cruz,2025-08-07T09:53:20.875000,2025-08-07T09:53:20.875000,311840.00,Kwh,,Select,,,
68947795a02b9ca49252e363,6891bb1896163182f4b2783e,6891bc1096163182f4b278f8,6891bd4496163182f4b27909,,,2023,October,0.6112,TCO2e,186.220416,Yousuf Enizy,,IEA 2022,true,Mauricio Dela Cruz,2025-08-07T09:53:25.375000,2025-08-07T09:53:25.375000,304680.00,Kwh,,Select,,,
68947796a02b9ca49252e366,6891bb1896163182f4b2783e,6891bc1096163182f4b278f8,6891bd4496163182f4b27909,,,2023,November,0.6112,TCO2e,181.5264,Yousuf Enizy,,IEA 2022,true,Mauricio Dela Cruz,2025-08-07T09:53:26.515000,2025-08-07T09:53:26.515000,297000.00,Kwh,,Select,,,
68947797a02b9ca49252e369,6891bb1896163182f4b2783e,6891bc1096163182f4b278f8,6891bd4496163182f4b27909,,,2023,December,0.6112,TCO2e,178.543744,Yousuf Enizy,,IEA 2022,true,Mauricio Dela Cruz,2025-08-07T09:53:27.200000,2025-08-07T09:53:27.200000,292120.00,Kwh,,Select,,,
68947802a02b9ca49252e36c,6891bb1896163182f4b2783e,6891bc1096163182f4b278f8,6891bd4496163182f4b27909,,,2025,January,0.6112,TCO2e,991.7884152639999,Yousuf Enizy,,IEA 2024,true,Mauricio Dela Cruz,2025-08-07T09:55:14.359000,2025-08-07T09:55:14.359000,1622690.47,Kwh,,Select,,,
